"Condition","RT_response","Retrieval","Transformation","block","correct","correct_response","cur_problem","datetime","experiment_file","practice","problem_type","response","subject_nr","trial"
"Randomised","2685","one","none","2","1","6","x = 18 / 3","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","3","6","2","22"
"Randomised","4840","two","two","2","1","6","7x - 2 = 40","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","5","6","2","23"
"Randomised","1410","none","none","2","1","9","x = 9","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","1","9","2","24"
"Randomised","1372","none","none","3","1","8","x = 8","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","1","8","2","25"
"Randomised","1813","one","none","3","1","9","x = 18 / 2","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","3","9","2","26"
"Randomised","2619","one","one","3","1","5","6x = 30","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","4","5","2","27"
"Randomised","3139","two","two","3","1","9","8x + 4 = 76","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","5","9","2","28"
"Randomised","5000","two","two","3","0","7","9x + 2 = 65","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","5","None","2","29"
"Randomised","3202","minimal","one","3","1","3","x + 4 = 7","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","2","3","2","30"
"Randomised","2267","minimal","one","3","1","2","x + 2 = 4","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","2","2","2","31"
"Randomised","1871","one","none","3","1","3","x = 9 / 3","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","3","3","2","32"
"Randomised","1432","one","one","3","1","2","9x = 18","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","4","2","2","33"
"Randomised","1362","none","none","3","1","2","x = 2","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","1","2","2","34"
"Randomised","2018","one","none","4","1","8","x = 32 / 4","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","3","8","2","35"
"Randomised","2317","minimal","one","4","1","4","x + 4 = 8","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","2","4","2","36"
"Randomised","1829","none","none","4","1","6","x = 6","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","1","6","2","37"
"Randomised","1209","none","none","4","1","2","x = 2","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","1","2","2","38"
"Randomised","2783","two","two","4","1","8","9x - 1 = 71","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","5","8","2","39"
"Randomised","2240","minimal","one","4","1","8","x - 1 = 7","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","2","8","2","40"
"Randomised","2833","one","none","4","1","2","x = 8 / 4","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","3","2","2","41"
"Randomised","1792","one","one","4","1","3","7x = 21","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","4","3","2","42"
"Randomised","4537","two","two","4","1","8","2x + 4 = 20","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","5","8","2","43"
"Randomised","1811","one","one","4","1","9","2x = 18","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","4","9","2","44"
"Randomised","1854","one","none","5","1","4","x = 8 / 2","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","3","4","2","45"
"Randomised","3093","minimal","one","5","1","5","x + 2 = 7","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","2","5","2","46"
"Randomised","2140","minimal","one","5","1","4","x + 3 = 7","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","2","4","2","47"
"Randomised","1416","none","none","5","1","7","x = 7","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","1","7","2","48"
"Randomised","1479","none","none","5","1","8","x = 8","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","1","8","2","49"
"Randomised","1595","one","one","5","1","2","6x = 12","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","4","2","2","50"
"Randomised","1366","one","none","5","1","2","x = 10 / 5","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","3","2","2","51"
"Randomised","1704","one","one","5","1","6","2x = 12","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","4","6","2","52"
"Randomised","3942","two","two","5","1","2","7x + 3 = 17","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","5","2","2","53"
"Randomised","4255","two","two","5","1","9","2x - 7 = 11","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","5","9","2","54"
"Randomised","2110","one","one","6","1","9","8x = 72","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","4","9","2","55"
"Randomised","2190","minimal","one","6","1","7","x - 5 = 2","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","2","7","2","56"
"Randomised","2639","minimal","one","6","1","5","x - 4 = 1","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","2","5","2","57"
"Randomised","1458","one","none","6","1","2","x = 8 / 4","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","3","2","2","58"
"Randomised","3842","two","two","6","1","9","3x + 4 = 31","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","5","9","2","59"
"Randomised","1584","none","none","6","1","4","x = 4","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","1","4","2","60"
"Randomised","1989","one","one","6","1","5","9x = 45","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","4","5","2","61"
"Randomised","2236","one","none","6","1","4","x = 36 / 9","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","3","4","2","62"
"Randomised","3257","two","two","6","1","5","2x + 6 = 16","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","5","5","2","63"
"Randomised","1539","none","none","6","1","5","x = 5","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","1","5","2","64"
"Randomised","2012","one","none","7","1","6","x = 48 / 8","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","3","6","2","65"
"Randomised","2711","minimal","one","7","1","3","x + 6 = 9","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","2","3","2","66"
"Randomised","1586","none","none","7","1","7","x = 7","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","1","7","2","67"
"Randomised","1456","none","none","7","1","2","x = 2","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","1","2","2","68"
"Randomised","3380","two","two","7","1","6","9x - 2 = 52","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","5","6","2","69"
"Randomised","1694","one","none","7","1","7","x = 42 / 6","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","3","7","2","70"
"Randomised","2705","two","two","7","1","8","3x - 1 = 23","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","5","8","2","71"
"Randomised","2317","minimal","one","7","1","4","x + 5 = 9","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","2","4","2","72"
"Randomised","1935","one","one","7","1","5","9x = 45","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","4","5","2","73"
"Randomised","1796","one","one","7","1","1","7x = 7","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","4","1","2","74"
"Randomised","2160","one","one","8","1","8","5x = 40","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","4","8","2","75"
"Randomised","1444","none","none","8","1","8","x = 8","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","1","8","2","76"
"Randomised","1341","one","none","8","1","2","x = 18 / 9","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","3","2","2","77"
"Randomised","2835","minimal","one","8","1","9","x - 3 = 6","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","2","9","2","78"
"Randomised","4448","two","two","8","1","4","3x + 3 = 15","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","5","4","2","79"
"Randomised","1181","none","none","8","1","1","x = 1","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","1","1","2","80"
"Randomised","4457","two","two","8","1","6","8x + 3 = 51","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","5","6","2","81"
"Randomised","1632","one","one","8","1","5","8x = 40","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","4","5","2","82"
"Randomised","1730","one","none","8","1","5","x = 40 / 8","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","3","5","2","83"
"Randomised","2391","minimal","one","8","1","2","x - 1 = 1","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","2","2","2","84"
"Randomised","1527","none","none","9","1","4","x = 4","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","1","4","2","85"
"Randomised","2334","one","none","9","1","6","x = 18 / 3","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","3","6","2","86"
"Randomised","1999","minimal","one","9","1","7","x - 4 = 3","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","2","7","2","87"
"Randomised","1844","one","none","9","1","6","x = 36 / 6","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","3","6","2","88"
"Randomised","4665","two","two","9","1","3","6x - 2 = 16","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","5","3","2","89"
"Randomised","1380","minimal","one","9","1","2","x - 1 = 1","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","2","2","2","90"
"Randomised","1913","one","one","9","1","8","4x = 32","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","4","8","2","91"
"Randomised","5000","two","two","9","0","9","4x + 8 = 44","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","5","None","2","92"
"Randomised","2712","one","one","9","1","6","9x = 54","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","4","6","2","93"
"Randomised","1275","none","none","9","1","9","x = 9","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","1","9","2","94"
"Randomised","1194","none","none","10","1","1","x = 1","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","1","1","2","95"
"Randomised","1687","one","none","10","1","4","x = 32 / 8","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","3","4","2","96"
"Randomised","1494","one","one","10","1","2","2x = 4","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","4","2","2","97"
"Randomised","1482","none","none","10","1","6","x = 6","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","1","6","2","98"
"Randomised","2038","minimal","one","10","1","4","x - 1 = 3","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","2","4","2","99"
"Randomised","3612","two","two","10","1","3","9x + 9 = 36","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","5","3","2","100"
"Randomised","1960","minimal","one","10","1","5","x - 2 = 3","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","2","5","2","101"
"Randomised","1706","one","none","10","1","5","x = 35 / 7","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","3","5","2","102"
"Randomised","2000","one","one","10","1","8","3x = 24","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","4","8","2","103"
"Randomised","2568","two","two","10","1","5","3x - 3 = 12","Wed Nov 12 10:59:57 2025","algebra_eyetracking.osexp","no","5","5","2","104"
